PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
900 901 902 903 904 905 906 907 908 909 910 930 931 932 940 941 942 
1.60682E+00 9.29253E-02 1.69283E+00 9.79272E-02 4.60311E+03 2.45545E+00 1.42052E-01 2.38872E+03 1.60683E+00 9.29259E-02 5.27627E-01 7.23482E+00 4.18539E-01 -2.15287E+06 7.23422E+00 4.18481E-01 2.17115E+06 
1.63714E+00 1.10616E-01 1.72520E+00 1.16582E-01 4.68832E+03 2.50199E+00 1.69079E-01 2.43060E+03 1.63715E+00 1.10617E-01 6.20419E-01 7.37127E+00 4.98132E-01 -2.19784E+06 7.37062E+00 4.98071E-01 2.21644E+06 
1.70478E+00 1.43060E-01 1.78741E+00 1.45691E-01 4.77365E+03 2.58860E+00 2.09582E-01 2.47238E+03 1.70479E+00 1.43062E-01 7.37980E-01 7.63269E+00 6.21152E-01 -2.23309E+06 7.63200E+00 6.21088E-01 2.25201E+06 
1.82764E+00 1.92283E-01 1.89080E+00 1.86531E-01 4.85915E+03 2.72922E+00 2.65108E-01 2.51409E+03 1.82765E+00 1.92285E-01 8.88873E-01 8.06566E+00 7.92783E-01 -2.23043E+06 8.06491E+00 7.92715E-01 2.24968E+06 
1.99408E+00 2.51980E-01 2.03154E+00 2.36396E-01 4.94660E+03 2.92096E+00 3.32998E-01 2.55670E+03 1.99410E+00 2.51982E-01 1.08565E+00 8.65538E+00 1.00229E+00 -2.22712E+06 8.65457E+00 1.00222E+00 2.24671E+06 
2.21161E+00 3.23699E-01 2.21611E+00 2.96631E-01 5.03598E+03 3.17263E+00 4.15079E-01 2.60019E+03 2.21164E+00 3.23703E-01 1.34608E+00 9.42887E+00 1.25525E+00 -2.22316E+06 9.42800E+00 1.25518E+00 2.24308E+06 
2.48867E+00 4.09060E-01 2.45182E+00 3.68646E-01 5.12727E+03 3.49419E+00 5.13264E-01 2.64458E+03 2.48871E+00 4.09067E-01 1.69637E+00 1.04165E+01 1.55751E+00 -2.21854E+06 1.04156E+01 1.55743E+00 2.23880E+06 
2.74987E+00 4.85516E-01 2.67450E+00 4.33365E-01 5.19920E+03 3.79800E+00 6.01520E-01 2.67954E+03 2.74993E+00 4.85526E-01 2.05329E+00 1.13492E+01 1.82897E+00 -2.21451E+06 1.13482E+01 1.82889E+00 2.23505E+06 
2.83473E+00 5.09711E-01 2.74693E+00 4.53882E-01 5.22044E+03 3.89681E+00 6.29498E-01 2.68987E+03 2.83480E+00 5.09722E-01 2.17572E+00 1.16525E+01 1.91499E+00 -2.21327E+06 1.16515E+01 1.91491E+00 2.23389E+06 
3.29749E+00 6.37254E-01 3.14239E+00 5.62262E-01 5.32301E+03 4.43628E+00 7.77284E-01 2.73971E+03 3.29759E+00 6.37271E-01 2.90674E+00 1.33076E+01 2.36911E+00 -2.20686E+06 1.33066E+01 2.36903E+00 2.22787E+06 
3.86808E+00 7.86468E-01 3.63102E+00 6.89464E-01 5.42773E+03 5.10260E+00 9.50678E-01 2.79063E+03 3.86824E+00 7.86497E-01 3.97775E+00 1.53509E+01 2.90148E+00 -2.19973E+06 1.53497E+01 2.90140E+00 2.22113E+06 
4.56382E+00 9.59215E-01 4.22806E+00 8.37169E-01 5.53463E+03 5.91626E+00 1.15190E+00 2.84266E+03 4.56407E+00 9.59265E-01 5.58730E+00 1.78445E+01 3.51879E+00 -2.19187E+06 1.78433E+01 3.51870E+00 2.21367E+06 
5.40446E+00 1.15715E+00 4.95098E+00 1.00690E+00 5.64367E+03 6.90070E+00 1.38294E+00 2.89582E+03 5.40489E+00 1.15724E+00 8.07365E+00 2.08597E+01 4.22698E+00 -2.18332E+06 2.08584E+01 4.22690E+00 2.20553E+06 
6.40660E+00 1.49657E+00 5.92811E+00 1.43793E+00 5.75356E+03 8.27748E+00 2.02817E+00 2.94940E+03 6.40738E+00 1.49676E+00 1.20278E+01 2.41161E+01 5.02767E+00 -2.17351E+06 2.41148E+01 5.02758E+00 2.19613E+06 
7.60414E+00 1.77512E+00 7.09812E+00 1.71029E+00 5.86619E+03 9.92436E+00 2.41164E+00 3.00447E+03 7.60559E+00 1.77547E+00 1.85267E+01 2.80097E+01 5.93104E+00 -2.16296E+06 2.80083E+01 5.93095E+00 2.18600E+06 
9.05533E+00 2.08674E+00 8.51813E+00 2.01559E+00 5.98195E+03 1.19206E+01 2.84076E+00 3.06130E+03 9.05822E+00 2.08742E+00 2.95832E+01 3.27331E+01 6.94296E+00 -2.15179E+06 3.27316E+01 6.94288E+00 2.17526E+06 
1.08010E+01 2.43251E+00 1.02295E+01 2.35516E+00 6.10084E+03 1.43229E+01 3.31719E+00 3.11997E+03 1.08071E+01 2.43392E+00 4.90907E+01 3.84201E+01 8.06705E+00 -2.14002E+06 3.84184E+01 8.06696E+00 2.16393E+06 
1.28877E+01 2.81306E+00 1.22796E+01 2.72994E+00 6.22289E+03 1.71961E+01 3.84191E+00 3.18055E+03 1.29017E+01 2.81617E+00 8.48223E+01 4.52227E+01 9.30528E+00 -2.12767E+06 4.52209E+01 9.30519E+00 2.15204E+06 
1.53680E+01 3.22842E+00 1.47223E+01 3.14032E+00 6.34814E+03 2.06137E+01 4.41517E+00 3.24309E+03 1.54033E+01 3.23596E+00 1.52694E+02 5.33132E+01 1.06578E+01 -2.11477E+06 5.33113E+01 1.06577E+01 2.13960E+06 
1.83013E+01 3.67803E+00 1.76187E+01 3.58607E+00 6.47663E+03 2.46587E+01 5.03636E+00 3.30759E+03 1.84018E+01 3.69852E+00 2.85564E+02 6.28861E+01 1.21228E+01 -2.10133E+06 6.28841E+01 1.21227E+01 2.12664E+06 
2.17545E+01 4.16069E+00 2.10370E+01 4.06621E+00 6.60841E+03 2.94243E+01 5.70389E+00 3.37394E+03 2.20775E+01 4.22325E+00 5.48965E+02 7.41602E+01 1.36963E+01 -2.08739E+06 7.41581E+01 1.36962E+01 2.11318E+06 
2.58023E+01 4.67450E+00 2.50512E+01 4.57861E+00 6.74353E+03 3.50137E+01 6.41507E+00 3.44175E+03 2.69248E+01 4.88003E+00 1.05615E+03 8.73804E+01 1.53721E+01 -2.07297E+06 8.73781E+01 1.53720E+01 2.09926E+06 
3.05282E+01 5.21692E+00 2.97368E+01 5.11927E+00 6.88207E+03 4.15385E+01 7.16564E+00 3.50996E+03 3.42742E+01 5.86291E+00 1.92807E+03 1.02819E+02 1.71419E+01 -2.05810E+06 1.02817E+02 1.71418E+01 2.08489E+06 
3.60244E+01 5.78474E+00 3.51580E+01 5.68065E+00 7.02410E+03 4.91127E+01 7.94905E+00 3.57613E+03 4.61782E+01 7.42786E+00 3.10251E+03 1.20779E+02 1.89951E+01 -2.04280E+06 1.20777E+02 1.89950E+01 2.07012E+06 
